Recipe_name,Cuisine_type,Diet_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,estimated_weigth(g)
Mediterranean Bulgur Salad,mediterranean,mediterranean,42.245000000000005,191.29500000000002,28.840000000000003,2022-10-16,16:52:52,262.38
Mediterranean Bulgur Wheat,mediterranean,mediterranean,46.67,190.01,22.49,2022-10-16,16:51:59,259.17
Mediterranean Burger,mediterranean,mediterranean,106.2,125.7,188.29,2022-10-16,16:49:25,420.19
Mediterranean Burgers,mediterranean,mediterranean,112.204,149.826,135.69,2022-10-16,16:49:59,397.72
Mediterranean Burgers,nordic,mediterranean,60.55,277.05,57.72,2022-10-16,16:43:34,395.32
Mediterranean Buttermilk Chicken,mediterranean,mediterranean,120.69,31.78,18.44,2022-10-16,16:50:59,170.91
Mediterranean Cabbage Soup,mediterranean,mediterranean,47.06,183.94,31.28,2022-10-16,16:44:23,262.28
Mediterranean Cabbage Soup,mediterranean,vegan,47.06,183.94,31.28,2022-10-16,20:11:38,262.28
Mediterranean Caesar Salad,mediterranean,mediterranean,44.68,194.48,112.39,2022-10-16,16:51:46,351.55
Mediterranean Calamari Stew,mediterranean,mediterranean,86.38,95.3,40.58,2022-10-16,16:52:46,222.26
Mediterranean Calzone,mediterranean,mediterranean,109.85,244.76,73.04,2022-10-16,16:50:25,427.65
Mediterranean Capriata,mediterranean,mediterranean,117.79,341.13,117.64,2022-10-16,16:49:05,576.56
Mediterranean Carp,mediterranean,mediterranean,171.12,57.68,106.51,2022-10-16,16:49:32,335.31
Mediterranean Carrot Dip,mediterranean,mediterranean,4.95,70.02,41.6,2022-10-16,16:50:52,116.57
Mediterranean Carrot Salad,mediterranean,mediterranean,2.59,25.3,27.67,2022-10-16,16:51:19,55.56
Mediterranean Casserole Recipe,mediterranean,mediterranean,135.97,100.77,99.0,2022-10-16,16:51:12,335.74
Mediterranean Catfish Spaghetti,mediterranean,mediterranean,342.11,1796.28,42.97,2022-10-16,16:44:03,2181.36
Mediterranean Cauliflower Couscous,mediterranean,mediterranean,27.41,72.07,63.71,2022-10-16,16:52:39,163.19
Mediterranean Cauliflower Pizza,italian,mediterranean,83.4,75.67,97.28,2022-10-16,16:43:47,256.35
Mediterranean Cauliflower Salad,mediterranean,mediterranean,38.39,113.01,40.4,2022-10-16,16:52:12,191.8
Mediterranean Cauliflower Steaks,mediterranean,mediterranean,41.47,81.91,45.07,2022-10-16,16:52:19,168.45
Mediterranean Cauliflower White Bean Dip,mediterranean,mediterranean,54.04,158.03,72.18,2022-10-16,16:48:38,284.25
Mediterranean Chard,mediterranean,mediterranean,4.04,15.53,5.2,2022-10-16,16:49:12,24.77
Mediterranean Cheese Spread,mediterranean,mediterranean,23.21,18.59,92.69,2022-10-16,16:51:52,134.49
Mediterranean Cheese Strata,mediterranean,mediterranean,97.62,128.44,84.26,2022-10-16,16:53:12,310.32
Mediterranean Chicken,mediterranean,mediterranean,226.86692307692306,119.04948717948719,138.52666666666667,2022-10-16,16:43:14,484.44
Mediterranean Chicken & Pasta,mediterranean,mediterranean,302.2,189.34,77.69,2022-10-16,16:50:32,569.23
Mediterranean Chicken & Rice,mediterranean,mediterranean,264.03,116.86,112.5,2022-10-16,16:52:52,493.39
Mediterranean Chicken Alfredo,mediterranean,mediterranean,217.5,192.13,79.72,2022-10-16,16:52:39,489.35
Mediterranean Chicken Bake,mediterranean,mediterranean,139.83,58.85333333333333,95.89666666666666,2022-10-16,16:50:52,294.58
Mediterranean Chicken Bake recipes,mediterranean,mediterranean,457.76,209.37,413.59,2022-10-16,16:44:43,1080.72
Mediterranean Chicken Breasts,mediterranean,mediterranean,238.41,392.19,34.03,2022-10-16,16:53:12,664.63
Mediterranean Chicken Casserole,mediterranean,mediterranean,103.02,75.06,46.85,2022-10-16,16:52:32,224.93
Mediterranean Chicken Couscous,mediterranean,mediterranean,171.8,202.28,75.79,2022-10-16,16:43:54,449.87
Mediterranean Chicken Drumsticks,mediterranean,mediterranean,98.55,20.63,103.39,2022-10-16,16:52:52,222.57
Mediterranean Chicken Focaccia,mediterranean,mediterranean,127.55,186.18,174.71,2022-10-16,16:51:32,488.44
Mediterranean Chicken Kabobs,mediterranean,mediterranean,158.27,40.29,100.87,2022-10-16,16:53:06,299.43
Mediterranean Chicken Kebabs with Lemon-Tahini Sauce,mediterranean,mediterranean,117.97,40.32,54.52,2022-10-16,16:45:44,212.81
Mediterranean Chicken Lettuce Wrap Salad,mediterranean,mediterranean,96.62,37.84,74.64,2022-10-16,16:48:31,209.1
Mediterranean Chicken Lettuce Wrap Tacos recipes,mediterranean,mediterranean,96.62,37.84,74.64,2022-10-16,16:43:14,209.1
Mediterranean Chicken Marinade,mediterranean,mediterranean,1.71,13.79,55.0,2022-10-16,16:51:59,70.5
Mediterranean Chicken Meatballs,mediterranean,mediterranean,116.78999999999999,49.165000000000006,61.675000000000004,2022-10-16,16:43:54,227.63
Mediterranean Chicken Orzo,mediterranean,mediterranean,270.66,361.56,73.83,2022-10-16,16:50:52,706.05
Mediterranean Chicken Packets,mediterranean,mediterranean,207.97,77.55,52.58,2022-10-16,16:52:19,338.1
Mediterranean Chicken Packets recipes,mediterranean,mediterranean,207.97,77.55,52.58,2022-10-16,16:44:43,338.1
Mediterranean Chicken Panini,italian,mediterranean,143.8,18.11,161.24,2022-10-16,16:51:46,323.15
Mediterranean Chicken Patties,mediterranean,mediterranean,121.53,59.26,57.06,2022-10-16,16:51:26,237.85
Mediterranean Chicken Pitas,mediterranean,mediterranean,62.93,77.31,49.84,2022-10-16,16:50:46,190.08
Mediterranean Chicken Pizza,italian,mediterranean,132.19,188.73,117.34,2022-10-16,16:44:10,438.26
Mediterranean Chicken Quinoa Bowl,south american,mediterranean,133.61,112.72,99.29,2022-10-16,16:45:04,345.62
Mediterranean Chicken Recipe,mediterranean,mediterranean,154.04500000000002,116.38999999999999,62.5225,2022-10-16,16:51:05,332.96
Mediterranean Chicken Salad,mediterranean,mediterranean,132.01000000000002,93.103,128.279,2022-10-16,16:44:16,353.39
Mediterranean Chicken Salad Pitas,mediterranean,mediterranean,188.74,286.48,72.65,2022-10-16,16:44:50,547.87
Mediterranean Chicken Salad Sandwiches,mediterranean,mediterranean,65.28,133.12,65.89,2022-10-16,16:44:56,264.29
Mediterranean Chicken Salad recipes,mediterranean,mediterranean,34.06,54.17,35.91,2022-10-16,16:48:31,124.14
Mediterranean Chicken Soup,mediterranean,mediterranean,212.57,236.22,118.305,2022-10-16,16:44:03,567.1
Mediterranean Chicken Stacks,mediterranean,mediterranean,154.81,64.44,131.11,2022-10-16,16:52:59,350.36
Mediterranean Chicken Stew,mediterranean,mediterranean,148.9466666666667,158.47333333333333,156.12,2022-10-16,16:43:54,463.54
Mediterranean Chicken Stew recipes,mediterranean,mediterranean,165.83,183.79,32.66,2022-10-16,16:44:50,382.28
Mediterranean Chicken Stew with Prunes and Pumpkin,mediterranean,mediterranean,199.71,260.08,201.94,2022-10-16,16:45:44,661.73
Mediterranean Chicken Thighs:,mediterranean,mediterranean,191.18,10.24,100.86,2022-10-16,16:51:26,302.28
Mediterranean Chicken Tostadas,south american,mediterranean,42.61,82.49,48.25,2022-10-16,16:51:26,173.35
Mediterranean Chicken Wrap,mediterranean,mediterranean,76.795,127.495,83.61,2022-10-16,16:51:12,287.9
Mediterranean Chicken Wrap recipes,mediterranean,mediterranean,27.28,54.43,11.69,2022-10-16,16:44:36,93.4
Mediterranean Chicken and Bulgur Skillet,mediterranean,mediterranean,143.33,85.48,83.26,2022-10-16,16:45:24,312.07
Mediterranean Chicken and Couscous Bowls,mediterranean,mediterranean,131.8,227.55,96.14,2022-10-16,16:45:24,455.49
Mediterranean Chicken and Couscous Salad,mediterranean,mediterranean,114.91,154.47,63.75,2022-10-16,16:45:04,333.13
Mediterranean Chicken and Mushroom Skillet,mediterranean,mediterranean,139.15,41.59,47.86,2022-10-16,16:44:56,228.6
Mediterranean Chicken and Vegetables recipes,mediterranean,mediterranean,276.3,157.66,291.99,2022-10-16,16:45:17,725.95
Mediterranean Chicken recipes,mediterranean,mediterranean,199.73333333333335,38.38,150.73333333333335,2022-10-16,16:43:41,388.85
Mediterranean Chicken with Orzo Salad,mediterranean,mediterranean,96.13,76.13,85.73,2022-10-16,16:45:04,257.99
Mediterranean Chicken with Soft Polenta,mediterranean,mediterranean,262.68,194.06,285.81,2022-10-16,16:45:10,742.55
"Mediterranean Chicken, Feta, and Herb Wrap With Stewed Potatoes Recipe",mediterranean,mediterranean,372.14,112.53,106.82,2022-10-16,16:45:57,591.49
Mediterranean Chickpea Burger Phyllo Bites,mediterranean,mediterranean,127.39,473.44,96.86,2022-10-16,16:48:31,697.69
Mediterranean Chickpea Burgers,mediterranean,mediterranean,116.19,238.09,58.18,2022-10-16,16:44:16,412.46
Mediterranean Chickpea Guacamole,mediterranean,mediterranean,71.54,236.41,77.58,2022-10-16,16:52:46,385.53
Mediterranean Chickpea Quinoa Bowl,mediterranean,mediterranean,61.46,208.07,99.16,2022-10-16,16:44:36,368.69
Mediterranean Chickpea Salad,mediterranean,mediterranean,69.63571428571429,181.27142857142857,88.49285714285715,2022-10-16,16:44:03,339.4
Mediterranean Chickpea Stew,mediterranean,mediterranean,9.92,58.09,56.15,2022-10-16,16:51:19,124.16
Mediterranean Chickpea Wrap,mediterranean,mediterranean,13.99,106.7,31.26,2022-10-16,16:52:52,151.95
Mediterranean Chile Chicken Wings,mediterranean,mediterranean,119.97,72.43,99.75,2022-10-16,16:44:36,292.15
Mediterranean Chili,american,mediterranean,49.8,154.59,40.87,2022-10-16,16:49:59,245.26
Mediterranean Chopped Salad,mediterranean,mediterranean,52.23714285714285,111.41142857142857,49.06428571428571,2022-10-16,16:44:03,212.71
Mediterranean Chopped Salad With Shrimp Recipe,mediterranean,mediterranean,182.05,381.92,101.23,2022-10-16,16:45:30,665.2
"Mediterranean Chopped Salad With Tomatoes, Peppers, Feta, and Basil Recipe",mediterranean,mediterranean,23.0,39.76,66.29,2022-10-16,16:45:50,129.05
Mediterranean Chopped Salad recipes,mediterranean,mediterranean,52.77,140.38,77.39,2022-10-16,16:44:43,270.54
Mediterranean Chopped-Chicken Pita recipes,mediterranean,mediterranean,125.96,175.09,74.4,2022-10-16,16:45:24,375.45
Mediterranean Chuck Roast,mediterranean,mediterranean,193.16,58.12,46.71,2022-10-16,16:44:03,297.99
Mediterranean Citrus Olive Oil Cake With Sweet Basil Drizzle And Candied Olives (Gluten Free),american,mediterranean,22.02,713.9,160.83,2022-10-16,16:46:04,896.75
Mediterranean Cod,mediterranean,mediterranean,76.41499999999999,54.099999999999994,39.21,2022-10-16,16:43:27,169.72
Mediterranean Cod Packets,mediterranean,mediterranean,135.89,107.54,73.46,2022-10-16,16:44:23,316.89
Mediterranean Cod recipes,mediterranean,mediterranean,155.01666666666668,236.40333333333334,39.196666666666665,2022-10-16,16:51:12,430.62
Mediterranean Cod with Roasted Tomatoes,mediterranean,mediterranean,86.61,29.54,30.67,2022-10-16,16:45:04,146.82
Mediterranean Cornish Hens,indian,mediterranean,201.99,305.31,155.22,2022-10-16,16:44:23,662.52
Mediterranean Country Pasta Salad with fresh Herbs,mediterranean,mediterranean,111.04,399.52,172.24,2022-10-16,16:45:44,682.8
Mediterranean Couscous,mediterranean,mediterranean,58.878571428571426,201.04571428571427,22.12,2022-10-16,16:43:20,282.04
Mediterranean Couscous Cabbage Rolls,mediterranean,mediterranean,37.34,177.4,42.9,2022-10-16,16:45:10,257.64
Mediterranean Couscous Fritters,south east asian,mediterranean,54.53,142.01,103.18,2022-10-16,16:51:32,299.72
Mediterranean Couscous Salad,mediterranean,mediterranean,48.074,141.298,67.984,2022-10-16,16:51:39,257.36
Mediterranean Couscous Salad recipes,mediterranean,mediterranean,125.93,479.51,173.01,2022-10-16,16:44:56,778.45
Mediterranean Couscous Salad with Chickpeas,mediterranean,mediterranean,62.92,261.21,46.11,2022-10-16,16:44:50,370.24
Mediterranean Couscous recipes,mediterranean,mediterranean,41.65,155.0,45.03,2022-10-16,16:51:26,241.68
Mediterranean Couscous with Steamed Beets and Microgreens,mediterranean,mediterranean,81.52,130.91,182.29,2022-10-16,16:48:31,394.72
Mediterranean Creamsicle Floats,american,mediterranean,9.24,189.03,29.04,2022-10-16,16:43:41,227.31
Mediterranean Crescent Pinwheels,mediterranean,mediterranean,104.44,124.69,71.82,2022-10-16,16:50:39,300.95
Mediterranean Crescent Pinwheels recipes,mediterranean,mediterranean,109.67,127.98,86.41,2022-10-16,16:44:43,324.06
Mediterranean Crostini,mediterranean,mediterranean,44.88,166.3,100.32,2022-10-16,16:43:20,311.5
Mediterranean Crunch Salad,mediterranean,mediterranean,23.71666666666667,85.62333333333333,12.136666666666665,2022-10-16,16:43:41,121.48
Mediterranean Crushed Potatoes,mediterranean,mediterranean,11.4,92.65,24.94,2022-10-16,16:50:59,128.99
Mediterranean Cucumber Salad,mediterranean,mediterranean,4.65,26.18,65.66,2022-10-16,16:51:32,96.49
Mediterranean Cucumber Salad recipes,mediterranean,mediterranean,64.85,129.27,126.54,2022-10-16,16:44:56,320.66
Mediterranean Cucumber Tonic,mediterranean,mediterranean,0.25,12.01,0.33,2022-10-16,16:43:14,12.59
Mediterranean Deviled Eggs,mediterranean,mediterranean,47.413333333333334,8.41,73.01222222222222,2022-10-16,16:43:54,128.84
Mediterranean Dip,mediterranean,mediterranean,48.06,97.19833333333334,74.99333333333334,2022-10-16,16:48:18,220.25
Mediterranean Dip Recipe,mediterranean,mediterranean,32.91,98.66,73.52,2022-10-16,16:51:19,205.09
Mediterranean Egg Muffins,mediterranean,mediterranean,69.61,78.68,42.98,2022-10-16,16:51:39,191.27
Mediterranean Egg Salad,mediterranean,mediterranean,67.0,39.79,50.55,2022-10-16,16:52:19,157.34
Mediterranean Egg and Tomato Skillet with Pita (Shakshouka),mediterranean,mediterranean,59.22,131.34,53.08,2022-10-16,16:45:50,243.64
Mediterranean Eggplant Dip,mediterranean,mediterranean,12.78,82.05,56.22,2022-10-16,16:51:32,151.05
Mediterranean Eggplant Dip with Sizzled Garlic,mediterranean,mediterranean,19.61,35.1,65.1,2022-10-16,16:45:30,119.81
Mediterranean Eggs,mediterranean,mediterranean,49.802499999999995,38.845,52.8375,2022-10-16,16:43:34,141.48
Mediterranean Eggs (Shakshuka),mediterranean,mediterranean,46.56,120.71,99.2,2022-10-16,16:44:03,266.47
Mediterranean Eggs Paleo,mediterranean,mediterranean,12.24,9.38,23.7,2022-10-16,16:52:26,45.32
Mediterranean Eggs Paleo,mediterranean,paleo,12.24,9.38,23.7,2022-10-16,17:26:07,45.32
Mediterranean Elote,mediterranean,mediterranean,16.26,70.2,21.02,2022-10-16,16:48:24,107.48
Mediterranean Farfalle,mediterranean,mediterranean,192.03,286.46,352.75,2022-10-16,16:49:45,831.24
Mediterranean Farro Bowl With Lemon-Tahini-Yogurt Dressing,mediterranean,mediterranean,199.7,837.65,117.79,2022-10-16,16:45:50,1155.14
Mediterranean Farro Dish,mediterranean,mediterranean,38.86,188.14,60.51,2022-10-16,16:51:19,287.51
Mediterranean Farro Salad,mediterranean,mediterranean,113.035,353.175,127.855,2022-10-16,16:44:23,594.07
"Mediterranean Farro and Green Lentil Bowl with Feta, Olives&Sundried Tomatoes",mediterranean,mediterranean,95.21,285.36,88.55,2022-10-16,16:45:57,469.12
Mediterranean Feta Dip,mediterranean,mediterranean,27.325,36.71,57.05,2022-10-16,16:52:19,121.08
Mediterranean Feta Salad With Pomegranate Dressing,mediterranean,mediterranean,51.84,175.52,195.42,2022-10-16,16:45:30,422.78
Mediterranean Feta and avo stack with balsamic tomatoes,mediterranean,mediterranean,49.4,169.6,62.28,2022-10-16,16:48:24,281.28
Mediterranean Filled Loaf,mediterranean,mediterranean,80.75,244.13,68.82,2022-10-16,16:52:19,393.7
Mediterranean Fish,mediterranean,mediterranean,146.76,49.0,47.11,2022-10-16,16:49:45,242.87
Mediterranean Fish En Papillote,american,mediterranean,65.75,17.32,9.5,2022-10-16,16:44:56,92.57
Mediterranean Fish Fillets,mediterranean,mediterranean,45.03,18.04,8.17,2022-10-16,16:43:41,71.24
Mediterranean Fish Marinade,mediterranean,mediterranean,4.25,26.14,56.76,2022-10-16,16:51:59,87.15
Mediterranean Fish Parcels,mediterranean,mediterranean,69.49,52.45,11.42,2022-10-16,16:43:47,133.36
Mediterranean Fish Soup With Garlicky Rouille,mediterranean,mediterranean,443.98,276.18,385.16,2022-10-16,16:45:37,1105.32
Mediterranean Fish Stew,french,mediterranean,219.81,241.58,69.68,2022-10-16,16:44:30,531.07
Mediterranean Fish Stew,mediterranean,mediterranean,121.676,115.60799999999999,29.976,2022-10-16,16:43:47,267.26
Mediterranean Fish Stew with Chard,french,mediterranean,242.5,249.96,23.45,2022-10-16,16:45:17,515.91
Mediterranean Fish Tacos,mediterranean,mediterranean,246.13,356.22,122.85,2022-10-16,16:44:16,725.2
Mediterranean Flatbread,mediterranean,mediterranean,85.66333333333334,248.6,110.05666666666667,2022-10-16,16:49:18,444.32
Mediterranean Flatbread Sandwiches,mediterranean,mediterranean,36.69,156.32,46.86,2022-10-16,16:48:24,239.87
Mediterranean Flatbread recipes,mediterranean,mediterranean,34.155,120.66,38.205,2022-10-16,16:50:52,193.02
Mediterranean Flavors: Baba Ghanoush Recipe,mediterranean,mediterranean,13.49,58.44,51.42,2022-10-16,16:45:30,123.35
Mediterranean Flavors: Spinach and Artichoke Dip Recipe,mediterranean,mediterranean,24.03,32.4,97.42,2022-10-16,16:45:37,153.85
Mediterranean Flavors: Tzatziki Recipe,mediterranean,mediterranean,46.45,44.94,31.28,2022-10-16,16:45:04,122.67
Mediterranean Flavors: White Bean Spread with Za'atar Recipe,mediterranean,mediterranean,37.49,123.55,165.87,2022-10-16,16:45:57,326.91
Mediterranean Flounder,mediterranean,mediterranean,79.715,93.2,31.049999999999997,2022-10-16,16:43:27,203.97
Mediterranean Focaccia,italian,mediterranean,209.8,683.075,245.76,2022-10-16,16:43:34,1138.64
Mediterranean Fried Rice,mediterranean,mediterranean,30.3,98.92,60.28,2022-10-16,16:52:06,189.5
Mediterranean Frittata,mediterranean,mediterranean,55.56,26.002499999999998,65.5475,2022-10-16,16:49:18,147.11
Mediterranean Garbanzo Salad,mediterranean,mediterranean,19.9,103.46,8.1,2022-10-16,16:44:03,131.46
Mediterranean Garden Salad,mediterranean,mediterranean,15.46,41.16,55.98,2022-10-16,16:52:19,112.6
Mediterranean Grain Salad,mediterranean,mediterranean,14.02,48.13,16.24,2022-10-16,16:43:47,78.39
Mediterranean Greek Salad,mediterranean,mediterranean,31.653333333333336,63.02,46.529999999999994,2022-10-16,16:50:46,141.2
Mediterranean Green Beans,mediterranean,mediterranean,7.2700000000000005,31.325,18.03,2022-10-16,16:51:26,56.62
Mediterranean Grilled Artichokes,mediterranean,mediterranean,24.84,52.46,198.55,2022-10-16,16:52:52,275.85
Mediterranean Grilled Cheese Skewers,mediterranean,mediterranean,68.59,38.41,161.2,2022-10-16,16:44:43,268.2
Mediterranean Grilled Chicken,mediterranean,mediterranean,78.2,12.18,44.72,2022-10-16,16:48:31,135.1
Mediterranean Grilled Chicken Kebabs,mediterranean,mediterranean,157.09,84.48,169.12,2022-10-16,16:44:50,410.69
Mediterranean Grilled Chicken Salad,mediterranean,mediterranean,169.19,99.96,176.9,2022-10-16,16:44:50,446.05
Mediterranean Grilled Chicken Salad with Hummus recipes,mediterranean,mediterranean,263.07,130.94,148.11,2022-10-16,16:45:50,542.12
Mediterranean Grilled Chicken and Grape Skewers,mediterranean,mediterranean,97.38,54.11,123.84,2022-10-16,16:45:30,275.33
Mediterranean Grilled Chicken and Roasted Red Pepper Pizza with Feta and Balsamic Glaze recipes,mediterranean,mediterranean,133.53,164.18,137.67,2022-10-16,16:46:04,435.38
Mediterranean Grilled Eggplant,mediterranean,mediterranean,34.38,112.75,162.01,2022-10-16,16:44:16,309.14
Mediterranean Grilled Shrimp Lettuce Wraps,mediterranean,mediterranean,102.42,26.37,132.34,2022-10-16,16:45:24,261.13
Mediterranean Grilled Steak Wraps,mediterranean,mediterranean,107.46,145.52,115.87,2022-10-16,16:44:50,368.85
Mediterranean Grilled Tuna Steaks And Sicilian-Style Potato Salad,mediterranean,mediterranean,192.74,181.7,97.7,2022-10-16,16:45:57,472.14
Mediterranean Grilled Vegetable Soup,mediterranean,mediterranean,13.42,66.73,7.59,2022-10-16,16:44:36,87.74
Mediterranean Grilled Vegetables,mediterranean,mediterranean,12.445,45.905,46.864999999999995,2022-10-16,16:50:52,105.22
Mediterranean Grilled Veggie Wraps,mediterranean,mediterranean,35.34,131.79,38.0,2022-10-16,16:44:36,205.13
Mediterranean Grilled Veggies,mediterranean,mediterranean,27.55,151.75,75.31,2022-10-16,16:52:52,254.61
Mediterranean Grilled Whole Snapper with Fennel and a Pernod Butter Sauce,mediterranean,mediterranean,289.65,60.75,116.53,2022-10-16,16:45:57,466.93
Mediterranean Grits,mediterranean,mediterranean,64.69,138.02,127.42,2022-10-16,16:49:59,330.13
Mediterranean Guacamole,mediterranean,mediterranean,14.195,63.985,92.92,2022-10-16,16:43:20,171.1
Mediterranean Guacamole recipes,mediterranean,mediterranean,15.88,54.24,84.01,2022-10-16,16:51:12,154.13
Mediterranean Halibut,mediterranean,mediterranean,160.1,21.299999999999997,46.28,2022-10-16,16:49:18,227.68
Mediterranean Halibut Bake,mediterranean,mediterranean,322.35,102.48,25.62,2022-10-16,16:51:05,450.45
Mediterranean Halibut Sandwiches,mediterranean,mediterranean,108.97,205.46,131.17,2022-10-16,16:44:30,445.6
Mediterranean Harvest Pasta,mediterranean,mediterranean,75.73,402.65,44.31,2022-10-16,16:51:12,522.69
Mediterranean Herb Mix,mediterranean,mediterranean,1.89,13.86,2.01,2022-10-16,16:43:34,17.76
